CustomerID,recency,frequency,monetary,unique_products,item_POST,item_22326,item_22423,item_22554,item_22556,item_21731,item_22328,item_22629,item_22551,item_21212,item_20725,item_23084,item_20750,item_20719,item_85099B,item_20726,item_21080,item_22139,item_22630,item_22961,cluster
12347,1,7,4310.0,103,0.0,0.0,15.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12348,74,4,1797.24,22,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12349,18,1,1757.55,73,1.0,6.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12350,309,1,334.4,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12352,35,8,2506.04,59,7.0,0.0,5.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0
12353,203,1,89.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12354,231,1,1079.4,58,0.0,6.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0
12355,213,1,459.4,13,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12356,22,3,2811.43,53,18.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0
12357,32,1,6207.67,131,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12358,1,2,1168.06,13,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12359,57,4,6372.58,214,0.0,0.0,27.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,12.0,0
12360,51,3,2662.06,105,9.0,24.0,0.0,24.0,12.0,0.0,18.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,6.0,12.0,0.0,0
12361,286,1,189.9,10,1.0,6.0,0.0,0.0,0.0,0.0,6.0,12.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,12.0,0.0,0
12362,2,10,5226.23,201,32.0,30.0,1.0,36.0,0.0,12.0,24.0,60.0,24.0,0.0,20.0,0.0,8.0,0.0,20.0,30.0,12.0,3.0,48.0,0.0,2
12363,109,2,552.0,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12364,7,4,1313.1,70,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0
12365,290,2,641.38,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12367,3,1,168.9,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0
12370,50,4,3545.69,143,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12371,44,2,1887.96,63,9.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
12372,71,3,1298.04,34,6.0,42.0,0.0,0.0,72.0,0.0,30.0,48.0,48.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,2
12373,310,1,364.6,14,1.0,12.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.0,20.0,0.0,0.0,0.0,0.0,0
12374,24,1,742.9300000000001,33,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12375,10,2,457.5,14,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12377,314,2,1628.12,72,2.0,6.0,0.0,0.0,12.0,0.0,12.0,12.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0
12378,129,1,4008.62,219,0.0,12.0,0.0,0.0,0.0,12.0,6.0,12.0,0.0,24.0,20.0,0.0,4.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0
12379,81,2,852.24,39,5.0,12.0,0.0,12.0,12.0,0.0,12.0,0.0,12.0,24.0,10.0,0.0,12.0,0.0,10.0,10.0,12.0,0.0,0.0,0.0,0
12380,21,4,2724.81,77,17.0,60.0,0.0,0.0,0.0,36.0,6.0,0.0,0.0,24.0,20.0,48.0,0.0,10.0,30.0,30.0,0.0,0.0,0.0,0.0,2
12381,4,5,1845.31,70,11.0,0.0,4.0,0.0,0.0,24.0,0.0,12.0,0.0,24.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0
12383,184,5,1850.56,84,14.0,6.0,0.0,12.0,12.0,0.0,6.0,12.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0
12384,28,2,585.27,26,4.0,6.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12386,337,2,401.9,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12388,15,6,2780.66,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0
12390,79,1,549.84,32,3.0,6.0,0.0,0.0,0.0,0.0,6.0,12.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0
12391,21,1,460.89,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12393,71,4,1582.6000000000001,47,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0
12394,63,2,1272.48,26,11.0,0.0,0.0,0.0,12.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0
12395,18,12,3018.63,91,21.0,36.0,8.0,0.0,12.0,48.0,0.0,36.0,24.0,120.0,0.0,12.0,0.0,60.0,10.0,0.0,0.0,0.0,48.0,0.0,2
12397,35,2,2409.9,110,13.0,18.0,13.0,12.0,12.0,0.0,6.0,12.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,3.0,24.0,12.0,0
12398,45,1,1635.6599999999999,85,5.0,6.0,0.0,0.0,0.0,12.0,6.0,0.0,12.0,24.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12399,118,4,1108.65,47,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,50.0,12.0,0.0,0.0,0.0,10.0,24.0,0.0,0.0,0.0,0
12401,302,1,84.3,5,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12402,322,1,225.6,11,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0
12403,49,1,427.7,5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12405,148,1,1710.39,54,8.0,18.0,0.0,12.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12406,21,2,3415.3,92,0.0,0.0,0.0,12.0,24.0,0.0,0.0,12.0,12.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,24.0,0
12407,49,5,1708.1200000000001,57,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12408,32,5,2888.55,81,18.0,54.0,0.0,12.0,12.0,0.0,66.0,88.0,24.0,0.0,0.0,54.0,0.0,30.0,10.0,0.0,0.0,0.0,100.0,0.0,4
12409,78,3,11072.67,91,0.0,48.0,28.0,192.0,0.0,0.0,0.0,0.0,96.0,240.0,0.0,0.0,0.0,200.0,50.0,0.0,0.0,48.0,0.0,0.0,1
12410,308,2,693.3299999999999,26,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12412,74,3,1226.88,43,5.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,12.0,0
12413,66,3,758.1,29,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,30.0,0.0,12.0,0.0,0.0,0.0,0
12414,216,3,562.41,16,3.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12417,2,9,3649.1,158,25.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0
12418,112,1,668.58,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12420,63,1,600.39,29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12421,15,4,807.04,32,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12422,95,3,803.5600000000001,39,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0
12423,0,8,1859.31,97,15.0,18.0,0.0,12.0,0.0,12.0,18.0,12.0,0.0,0.0,10.0,54.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0
12424,162,2,1760.96,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
12425,77,1,777.2,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,12.0,0
12426,194,1,582.73,30,4.0,12.0,0.0,12.0,0.0,0.0,6.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12427,21,3,825.8,26,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12428,25,9,7956.46,258,25.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,24.0,0.0,0.0,6.0,0.0,50.0,0.0,24.0,3.0,0.0,12.0,2
12429,8,4,3750.4,82,19.0,12.0,2.0,0.0,0.0,12.0,12.0,0.0,0.0,24.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12430,42,1,256.4,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12431,35,15,6487.45,163,7.0,18.0,4.0,0.0,0.0,612.0,18.0,12.0,0.0,0.0,40.0,348.0,0.0,10.0,10.0,30.0,12.0,0.0,0.0,0.0,2
12432,42,5,5059.32,107,1.0,6.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12433,0,7,13375.87,219,0.0,0.0,0.0,48.0,48.0,0.0,0.0,0.0,48.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,0.0,12.0,48.0,2
12434,84,2,806.14,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12435,79,2,7829.89,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0
12436,99,1,509.01,16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12437,1,18,4951.41,118,28.0,30.0,22.0,36.0,12.0,24.0,0.0,12.0,24.0,72.0,10.0,54.0,0.0,0.0,0.0,20.0,48.0,0.0,12.0,0.0,2
12438,13,2,2906.85,84,11.0,18.0,5.0,24.0,12.0,12.0,0.0,12.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0
12441,366,1,173.55,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12442,2,1,172.06,12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12444,20,5,5005.46,138,23.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0
12445,21,1,133.4,4,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12446,57,1,1002.3100000000001,57,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,10.0,0.0,0.0,3.0,0.0,0.0,0
12447,242,1,476.49,26,3.0,6.0,0.0,12.0,12.0,0.0,6.0,0.0,12.0,0.0,0.0,0.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0
12448,43,1,449.45,22,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0
12449,21,4,4067.29,118,30.0,54.0,0.0,12.0,0.0,12.0,24.0,36.0,12.0,0.0,10.0,0.0,4.0,0.0,0.0,20.0,0.0,0.0,36.0,0.0,2
12450,155,2,197.88,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12451,10,5,9035.52,265,1.0,126.0,0.0,144.0,72.0,48.0,0.0,72.0,108.0,96.0,40.0,0.0,2.0,90.0,60.0,40.0,84.0,9.0,0.0,0.0,1
12452,16,2,430.57,21,4.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12453,133,1,707.09,43,0.0,0.0,0.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,12.0,0
12454,55,1,3528.34,15,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12455,72,6,2466.86,85,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,10.0,0.0,0.0,0.0,10.0,0.0,24.0,0.0,0.0,0.0,0
12456,43,3,3181.04,105,15.0,0.0,20.0,48.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0
12457,65,7,2363.23,53,8.0,0.0,0.0,24.0,24.0,0.0,0.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.0,0.0,0
12458,70,2,947.4,35,4.0,24.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,3.0,24.0,0.0,0
12461,93,2,826.88,35,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12462,18,2,1189.59,51,9.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12463,52,4,1344.78,65,8.0,30.0,2.0,0.0,0.0,24.0,0.0,36.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,20.0,0.0,0.0,36.0,0.0,0
12464,9,8,1212.05,6,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12465,16,2,742.1899999999999,46,4.0,6.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0
12468,187,2,729.5400000000001,36,4.0,12.0,0.0,12.0,12.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0
12471,1,30,19824.05,150,107.0,42.0,432.0,120.0,96.0,228.0,0.0,0.0,36.0,24.0,0.0,102.0,0.0,20.0,0.0,0.0,12.0,0.0,0.0,216.0,1
12472,31,7,6572.11,219,28.0,72.0,24.0,36.0,48.0,48.0,30.0,84.0,24.0,0.0,0.0,72.0,6.0,50.0,0.0,10.0,0.0,0.0,0.0,12.0,2
12473,28,5,3938.5499999999997,140,16.0,12.0,0.0,24.0,12.0,0.0,12.0,0.0,12.0,0.0,10.0,0.0,0.0,0.0,10.0,20.0,24.0,0.0,0.0,0.0,2
12474,16,18,7375.79,253,35.0,96.0,3.0,72.0,72.0,24.0,84.0,48.0,84.0,0.0,0.0,54.0,0.0,130.0,0.0,0.0,36.0,6.0,0.0,0.0,1
12475,53,1,723.38,36,3.0,0.0,0.0,24.0,12.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12476,15,11,6816.42,177,51.0,0.0,18.0,0.0,84.0,0.0,30.0,12.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,24.0,3.0,0.0,0.0,2
12477,22,6,13219.74,191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,22.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2
12478,3,1,680.99,36,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0
12479,10,1,527.2,31,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0
12480,27,4,3281.63,129,22.0,30.0,4.0,12.0,12.0,0.0,18.0,204.0,12.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2
12481,22,10,5596.32,150,32.0,24.0,0.0,36.0,96.0,24.0,18.0,0.0,60.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,3.0,0.0,96.0,2
12483,16,8,2484.98,46,16.0,18.0,0.0,0.0,0.0,96.0,30.0,0.0,0.0,0.0,10.0,96.0,0.0,20.0,0.0,10.0,0.0,0.0,0.0,0.0,0
